"","GHCND.ID","EVENTS.begin_date","EVENTS.ID","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","GHCND.name","GHCND.lat","GHCND.lon","GHCND.dist_from_event.km","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km","GHCND.prcp_cat"
"78","US1ILMC0001",2011-05-25,313670,"1200",2011-05-25,"1200","NEBRASKA",31,"Heavy Rain",181,"WEBSTER","GID","",NA,"",40.1,-98.4543,40.1,-98.4543,0,3,"USD","BELKNAP 11.1 ESE",37.2551,-88.7567,0.820519411793748,"KHSI","HASTINGS",40.6,-98.43,"NE",55.6979094243702,3
"79","US1ILSL0001",2011-06-25,317524,"2237",2011-06-25,"2337","NORTH DAKOTA",38,"Heavy Rain",101,"WARD","BIS","",NA,"",48.26,-101.56,48.26,-101.56,0,3,"USD","HARRISBURG 4.6 NNE",37.8016,-88.5311,24.0941544815471,"KMOT","MINOT",48.27,-101.28,"ND",20.7789101579959,0
"80","US1ILSL0001",2011-09-25,345361,"0000",2011-09-25,"0200","KENTUCKY",21,"Heavy Rain",35,"CALLOWAY","PAH","",NA,"",36.62,-88.32,36.5118,-88.3987,0,3,"USD","HARRISBURG 4.6 NNE",37.8016,-88.5311,8.42354043014847,"KPAH","PADUCAH",37.07,-88.77,"KY",64.1592891731062,5
"81","US1ILSP0006",2011-07-08,337074,"1259",2011-07-08,"1259","VIRGINIA",51,"Heavy Rain",95,"JAMES CITY","AKQ","",NA,"",37.2,-76.64,37.2,-76.64,0,3,"USD","FREEPORT 2.0 NW",42.3095,-89.6637,4.62991029806302,"KFAF","FORT EUSTIS",37.13,-76.62,"VA",7.99179299819736,0
"82","US1ILSP0006",2011-08-21,332055,"0800",2011-08-21,"0930","ILLINOIS",17,"Heavy Rain",151,"POPE","PAH","",NA,"",37.47,-88.52,37.47,-88.52,0,3,"USD","FREEPORT 2.0 NW",42.3095,-89.6637,8.07759618109928,"KM30","METROPOLIS MUNI ARP",37.19,-88.75,"IL",37.2291810253255,2
"83","US1ILSP0006",2011-09-26,348827,"1815",2011-09-26,"2100","FLORIDA",12,"Heavy Rain",53,"HERNANDO","TBW","",NA,"",28.5174,-82.5257,28.5174,-82.5257,0,3,"USD","FREEPORT 2.0 NW",42.3095,-89.6637,15.5123274660175,"KBKV","BROOKESVILLE",28.47,-82.45,"FL",9.0935535843712,3
"84","US1ILSP0008",2011-09-01,346969,"2200",2011-09-01,"0215","FLORIDA",12,"Heavy Rain",103,"PINELLAS","TBW","",NA,"",27.88,-82.84,27.88,-82.84,0,3,"USD","WINSLOW 4.3 ESE",42.4693,-89.7187,5.3223858174483,"KPIE","ST PETERSBURG",27.92,-82.68,"FL",16.3585356775936,0
"85","US1INDB0006",2011-06-30,312011,"1430",2011-06-30,"1930","TEXAS",48,"Heavy Rain",61,"CAMERON","BRO","",NA,"",25.9062,-97.3883,25.9587,-97.5428,0,3,"USD","JASPER 5.7 ESE",38.3644,-86.8453,7.47802609917715,"KBRO","BROWNSVILLE",25.9,-97.43,"TX",4.23231248395281,0
"86","US1INHR0011",2011-03-04,282779,"1102",2011-03-04,"1450","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5632,-158.2141,21.3138,-157.7156,0,3,"USD","MAUCKPORT 4.7 NE",38.0789,-86.151,13.0800218192061,"PHHI","WHEELER AFB",21.48,-158.03,"HI",21.1956907200057,0
"87","US1KSMC0001",2011-06-19,315291,"0930",2011-06-19,"1015","MISSOURI",29,"Heavy Rain",31,"CAPE GIRARDEAU","PAH","",NA,"",37.3,-89.53,37.3,-89.53,0,3,"USD","SCOTTSVILLE 4.6 SSW",39.48,-97.98,1.30440990966374,"KCGI","CAPE GIRARDEAU",37.23,-89.58,"MO",8.96340824637674,0
"88","US1KSMC0004",2011-05-25,313672,"1200",2011-05-25,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.7277,-99.1682,40.7277,-99.1682,0,3,"USD","BELOIT 9.9 SSW",39.3265,-98.1518,3.59032450570543,"KEAR","KEARNEY",40.73,-99,"NE",14.1914184236655,5
"89","US1KSMC0004",2011-06-26,315285,"1250",2011-06-26,"1445","KENTUCKY",21,"Heavy Rain",7,"BALLARD","PAH","",NA,"",37.05,-89.05,37.086,-88.8701,0,3,"USD","BELOIT 9.9 SSW",39.3265,-98.1518,8.66513146311336,"KCIR","CAIRO",37,-89.17,"IL",12.0299990216762,0
"90","US1KSRH0001",2011-07-16,313358,"1300",2011-07-16,"1300","MINNESOTA",27,"Heavy Rain",123,"RAMSEY","MPX","",NA,"",44.99,-93.02,44.99,-93.02,0,3,"USD","LA CROSSE 0.3 ENE",38.5337,-99.3058,0.550212817968751,"KSTP","ST. PAUL",44.93,-93.07,"MN",7.7538998453506,0
"91","US1KSTR0005",2011-05-19,306407,"1200",2011-05-20,"1200","NEBRASKA",31,"Heavy Rain",169,"THAYER","GID","",NA,"",40.3302,-97.4236,40.3302,-97.4236,0,3,"USD","TREGO CENTER 3.4 ENE",38.9058,-99.8469,2.7042493700575,"KHJH","HEBRON MUNI ARPT",40.15,-97.59,"NE",24.5423984241103,3
"92","US1KYBE0001",2011-07-07,318686,"0111",2011-07-08,"1311","ILLINOIS",17,"Heavy Rain",185,"WABASH","PAH","",NA,"",38.42,-87.77,38.42,-87.77,0,3,"USD","TALBERT 1.9 ESE",37.4124,-83.4255,8.49653216974315,"KAJG","MOUNT CARMEL MUNI",38.61,-87.73,"IL",21.4357379332124,0
"93","US1KYBE0003",2011-12-13,353867,"2152",2011-12-13,"2238","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",21.1205,-157.0413,21.1518,-156.7433,0,3,"USD","JACKSON 0.5 NE",37.562,-83.3731,1.4664297704151,"PHMK","MOLOKAI",21.15,-157.1,"HI",6.92328609076747,0
"94","US1KYFD0001",2011-07-28,332463,"1637",2011-07-28,"1637","IOWA",19,"Heavy Rain",61,"DUBUQUE","DVN","",NA,"",42.4031,-90.7092,42.4031,-90.7092,0,3,"USD","PRESTONSBURG 3.7 WSW",37.6549,-82.8292,6.45436005710183,"KDBQ","DUBUQUE",42.4,-90.7,"IA",0.831276315920211,0
"95","US1KYFD0001",2011-09-06,339403,"1130",2011-09-06,"1130","KENTUCKY",21,"Heavy Rain",95,"HARLAN","JKL","",NA,"",36.97,-82.98,36.97,-82.98,0,3,"USD","PRESTONSBURG 3.7 WSW",37.6549,-82.8292,6.16782745972057,"KLNP","WISE/LONESOME_PINE",36.98,-82.53,"VA",40.0352566600048,5
"96","US1KYGT0002",2011-07-09,333019,"1850",2011-07-09,"1920","ARIZONA",4,"Heavy Rain",1,"APACHE","FGZ","",NA,"",33.95,-109.24,33.9803,-109.1107,10,3,"USD","WILLIAMSTOWN 0.3 N",38.6423,-84.5606,13.7370282024331,"KSJN","ST. JOHNS AIR PARK",34.52,-109.38,"AZ",64.7470198151751,2
"97","US1KYHN0001",2011-11-01,350494,"0600",2011-11-30,"0559","ARKANSAS",5,"Heavy Rain",63,"INDEPENDENCE","LZK","",NA,"",35.73,-91.65,35.73,-91.65,0,3,"USD","LEWISPORT 2.8 E",37.9334,-86.8517,8.99789846224918,"KBVX","BATESVILLE",35.73,-91.65,"AR",0,0
"98","US1KYKN0001",2011-10-06,351494,"0800",2011-10-06,"1900","MONTANA",30,"Heavy Rain",47,"LAKE","MSO","",NA,"",47.53,-114.1,47.53,-114.1,0,3,"USD","PARK HILLS 0.6 NE",39.0771,-84.5247,3.46974706208059,"KMSO","MISSOULA",46.92,-114.08,"MT",67.9217197478366,0
"99","US1LAJF0006",2011-05-19,306401,"1200",2011-05-20,"1200","NEBRASKA",31,"Heavy Rain",59,"FILLMORE","GID","",NA,"",40.41,-97.37,40.41,-97.37,0,3,"USD","MARRERO 1.9 E",29.8807,-90.0837,2.17550299098232,"KHJH","HEBRON MUNI ARPT",40.15,-97.59,"NE",34.4495585335896,0
"100","US1MDWR0007",2011-06-27,322379,"1600",2011-06-27,"1600","MINNESOTA",27,"Heavy Rain",61,"ITASCA","DLH","",NA,"",47.57,-93.79,47.57,-93.79,0,3,"USD","OCEAN CITY 3.9 WSW",38.3525,-75.0989,5.33525684812546,"KFOZ","BIGFORK",47.78,-93.65,"MN",25.6243358306962,0
"101","US1MIHG0001",2011-07-12,312224,"0035",2011-07-12,"0035","WYOMING",56,"Heavy Rain",21,"LARAMIE","CYS","",NA,"",41.22,-104.7,41.22,-104.7,0,3,"USD","HOUGHTON 1.6 ESE",47.1077,-88.5294,22.1278720359145,"KCYS","CHEYENNE",41.15,-104.82,"WY",12.7196721203484,0
"102","US1MNDS0003",2011-05-01,296668,"0312",2011-05-01,"0413","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5848,-158.1056,21.4282,-158.1661,0,3,"USD","MILTONA 6.7 W",46.0487,-95.4333,18.5485301643979,"PHHI","WHEELER AFB",21.48,-158.03,"HI",14.0494226138493,1
"103","US1MOBU0001",2011-01-25,270386,"0500",2011-01-26,"0500","FLORIDA",12,"Heavy Rain",35,"FLAGLER","JAX","",NA,"",29.57,-81.21,29.57,-81.21,0,3,"USD","POPLAR BLUFF 7.4 NW",36.8238,-90.5179,2.53971761914688,"KSGJ","T. AUGUSTINE",29.97,-81.33,"FL",46.0127849125703,0
"104","US1MOBY0005",2011-07-12,331099,"2100",2011-07-12,"2236","IDAHO",16,"Heavy Rain",59,"LEMHI","MSO","",NA,"",44.6934,-113.3422,44.6934,-113.3422,0,3,"USD","PURDY 4.8 SSW",36.75,-93.94,1.78190717527723,"KSMN","SALMON",45.12,-113.88,"ID",63.663631218816,0
"105","US1MOCG0003",2011-04-04,299999,"2336",2011-04-04,"2339","ALABAMA",1,"Heavy Rain",57,"FAYETTE","BMX","",NA,"",33.69,-87.83,33.69,-87.83,0,3,"USD","CAPE GIRARDEAU 2.3 N",37.3413,-89.5501,4.92431379268103,"KTCL","TUSCALOOSA",33.23,-87.62,"AL",54.7951535392014,0
"106","US1MOCG0003",2011-05-03,306445,"1030",2011-05-03,"1836","KENTUCKY",21,"Heavy Rain",199,"PULASKI","JKL","",NA,"",37.2036,-84.6922,37.2036,-84.6922,0,3,"USD","CAPE GIRARDEAU 2.3 N",37.3413,-89.5501,10.8797547615053,"KSME","SOMERSET",37.05,-84.61,"KY",18.5900910856058,4
"107","US1MOCG0003",2011-05-20,302563,"1700",2011-05-20,"1700","NORTH DAKOTA",38,"Heavy Rain",11,"BOWMAN","BIS","",NA,"",46.12,-103.65,46.12,-103.65,0,3,"USD","CAPE GIRARDEAU 2.3 N",37.3413,-89.5501,4.92431379268103,"KBHK","BAKER",46.35,-104.26,"MT",53.494782428362,0
"108","US1MODV0002",2011-06-01,330427,"0130",2011-06-02,"0730","KANSAS",20,"Heavy Rain",183,"SMITH","GID","",NA,"",39.81,-98.56,39.81,-98.56,0,3,"USD","JAMESPORT 1.3 ESE",39.9645,-93.7809,8.54996836910762,"KCNK","CONCORDIA",39.55,-97.65,"KS",83.161872385982,0
"109","US1MODV0002",2011-06-01,330427,"0130",2011-06-02,"0730","KANSAS",20,"Heavy Rain",183,"SMITH","GID","",NA,"",39.81,-98.56,39.81,-98.56,0,3,"USD","JAMESPORT 1.3 ESE",39.9645,-93.7809,8.54996836910762,"KCNK","CONCORDIA",39.55,-97.65,"KS",83.161872385982,0
"110","US1MODV0002",2011-06-01,330428,"0130",2011-06-02,"0730","KANSAS",20,"Heavy Rain",141,"OSBORNE","GID","",NA,"",39.45,-98.97,39.45,-98.97,0,3,"USD","JAMESPORT 1.3 ESE",39.9645,-93.7809,8.54996836910762,"KRSL","RUSSELL",38.87,-98.82,"KS",65.8506458841932,0
"111","US1MODV0002",2011-06-01,330428,"0130",2011-06-02,"0730","KANSAS",20,"Heavy Rain",141,"OSBORNE","GID","",NA,"",39.45,-98.97,39.45,-98.97,0,3,"USD","JAMESPORT 1.3 ESE",39.9645,-93.7809,8.54996836910762,"KRSL","RUSSELL",38.87,-98.82,"KS",65.8506458841932,0
"112","US1MOFSA035",2011-11-01,350486,"0600",2011-11-30,"0559","ARKANSAS",5,"Heavy Rain",149,"YELL","LZK","",NA,"",35.05,-93.38,35.05,-93.38,0,3,"USD","VAN BUREN 7.2 SW",36.9382,-91.1104,10.5698545012767,"KRUE","RUSSELLVILLE",35.25,-93.1,"AR",33.8407530069549,0
"113","US1MOFSA201",2011-04-07,288723,"1218",2011-04-07,"1257","HAWAII",15,"Heavy Rain",7,"KAUAI","HFO","",NA,"",22.1646,-159.6602,22.0781,-159.3457,0,3,"USD","LAMBERT 0.8 ESE",37.0912,-89.5421,10.4608986393428,"PHLI","LIHUE",21.98,-159.35,"HI",38.0304721440858,0
"114","US1MOFSA201",2011-05-25,313666,"1200",2011-05-25,"1200","NEBRASKA",31,"Heavy Rain",137,"PHELPS","GID","",NA,"",40.48,-99.52,40.48,-99.52,0,3,"USD","LAMBERT 0.8 ESE",37.0912,-89.5421,10.4608986393428,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",16.4343958660787,0
"115","US1MOFSA207",2011-05-24,298154,"2100",2011-05-24,"0400","COLORADO",8,"Heavy Rain",125,"YUMA","GLD","",NA,"",40.38,-102.62,40.38,-102.62,0,3,"USD","BLOOMFIELD 2.9 S",36.8464,-89.9391,5.24987428391959,"KAKO","AKRON",40.17,-103.22,"CO",56.0648204366661,0
"116","US1MSLD0001",2011-07-28,332425,"1655",2011-07-28,"1655","IOWA",19,"Heavy Rain",61,"DUBUQUE","DVN","",NA,"",42.46,-90.75,42.46,-90.75,0,3,"USD","MERIDIAN 3.2 NW",32.419,-88.7451,1.10139673134588,"KDBQ","DUBUQUE",42.4,-90.7,"IA",7.84149741583649,3
"117","US1MSLD0007",2011-07-28,332433,"1023",2011-07-28,"1023","IOWA",19,"Heavy Rain",61,"DUBUQUE","DVN","",NA,"",42.51,-90.68,42.51,-90.68,0,3,"USD","COLLINSVILLE 5.5 NNW",32.5715,-88.8643,1.949320612269,"KDBQ","DUBUQUE",42.4,-90.7,"IA",12.3548306115292,2
"118","US1MSLD0008",2011-07-02,328640,"0100",2011-07-02,"0200","MICHIGAN",26,"Heavy Rain",163,"WAYNE","DTX","",NA,"",42.23,-83.22,42.23,-83.22,0,3,"USD","COLLINSVILLE 4.0 NNE",32.5498,-88.8206,0.0604748118643501,"KDTW","DETROIT",42.23,-83.33,"MI",9.06695031061812,0
"119","US1MSLD0009",2011-06-27,322377,"1600",2011-06-27,"1600","MINNESOTA",27,"Heavy Rain",61,"ITASCA","DLH","",NA,"",47.23,-93.58,47.23,-93.58,0,3,"USD","MERIDIAN 2.9 SW",32.3491,-88.7448,10.0798068859289,"KGPZ","GRAND RAPIDS",47.22,-93.52,"MN",4.67056512816563,0
"120","US1MSLD0009",2011-07-28,332422,"1430",2011-07-28,"1430","IOWA",19,"Heavy Rain",19,"BUCHANAN","DVN","",NA,"",42.47,-91.89,42.47,-91.89,0,3,"USD","MERIDIAN 2.9 SW",32.3491,-88.7448,0.498620546326254,"KIIB","INDEPENDENCE MUNI",42.45,-91.95,"IA",5.40717595663708,2
"121","US1MSLD0013",2011-07-25,324875,"1400",2011-07-25,"2030","WASHINGTON",53,"Heavy Rain",7,"CHELAN","OTX","",NA,"",47.42,-120.32,48.0414,-119.8608,640,3,"USD","COLLINSVILLE 0.4 NNE",32.5,-88.84,1.11194926644552,"KEAT","WENATCHEE",47.4,-120.2,"WA",9.31033889190538,6
"122","US1MTLK0010",2011-06-08,298179,"1300",2011-06-10,"1300","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.4405,-93.6883,41.4405,-93.6883,0,3,"USD","RONAN 4.1 NE",47.5734,-114.0436,6.41909831111744,"KDSM","DES MOINES",41.53,-93.65,"IA",10.4625242927188,4
"123","US1MTRC0001",2011-05-19,318186,"1200",2011-05-20,"1200","KANSAS",20,"Heavy Rain",123,"MITCHELL","GID","",NA,"",39.3617,-98.0619,39.3617,-98.0619,0,3,"USD","SAVAGE 1.0 S",47.445,-104.3454,0.654797540670619,"KCNK","CONCORDIA",39.55,-97.65,"KS",41.1433641453992,0
"124","US1MTVL0013",2011-05-19,306403,"1200",2011-05-20,"1200","NEBRASKA",31,"Heavy Rain",35,"CLAY","GID","",NA,"",40.4,-98.1,40.4,-98.1,0,3,"USD","GLASGOW 0.9 ESE",48.1947,-106.6125,0.54653014438599,"KHSI","HASTINGS",40.6,-98.43,"NE",35.7208235133906,1
"125","US1NDMR0003",2011-12-11,351399,"0100",2011-12-12,"1200","FLORIDA",12,"Heavy Rain",73,"LEON","TAE","",NA,"",30.3938,-84.22,30.3938,-84.22,0,3,"USD","BEULAH 15.0 NNW",47.4727,-101.8795,3.95491241645187,"KTLH","TALLAHASSEE",30.38,-84.37,"FL",14.4858050338992,0
"126","US1NDSK0003",2011-10-07,344973,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.9788,-98.9978,40.9788,-98.9978,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,8.46545371439383,"KEAR","KEARNEY",40.73,-99,"NE",27.6969087542643,3
"127","US1NDSK0003",2011-10-07,344973,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.9788,-98.9978,40.9788,-98.9978,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,8.46545371439383,"KEAR","KEARNEY",40.73,-99,"NE",27.6969087542643,3
"128","US1NDSK0003",2011-10-07,344973,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.9788,-98.9978,40.9788,-98.9978,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,8.46545371439383,"KEAR","KEARNEY",40.73,-99,"NE",27.6969087542643,3
"129","US1NDSK0003",2011-10-07,344974,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",83,"HARLAN","GID","",NA,"",40.1632,-99.555,40.1632,-99.555,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,7.70556078206068,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",37.2038606763462,3
"130","US1NDSK0003",2011-10-07,344974,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",83,"HARLAN","GID","",NA,"",40.1632,-99.555,40.1632,-99.555,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,7.70556078206068,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",37.2038606763462,3
"131","US1NDSK0003",2011-10-07,344974,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",83,"HARLAN","GID","",NA,"",40.1632,-99.555,40.1632,-99.555,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,7.70556078206068,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",37.2038606763462,3
"132","US1NDSK0003",2011-10-07,344971,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.7089,-99.4053,40.7089,-99.4053,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,8.46545371439383,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",29.5154069664563,3
"133","US1NDSK0003",2011-10-07,344971,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.7089,-99.4053,40.7089,-99.4053,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,8.46545371439383,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",29.5154069664563,3
"134","US1NDSK0003",2011-10-07,344971,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.7089,-99.4053,40.7089,-99.4053,0,3,"USD","SOUTH HEART 4.9 WNW",46.8904,-103.0886,8.46545371439383,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",29.5154069664563,3
"135","US1OHAT0012",2011-08-21,343488,"1740",2011-08-21,"1820","ARIZONA",4,"Heavy Rain",1,"APACHE","FGZ","",NA,"",34.01,-109.46,34.0006,-109.4259,0,3,"USD","AMESVILLE 0.7 WNW",39.4067,-81.9657,14.048640569585,"KSJN","ST. JOHNS AIR PARK",34.52,-109.38,"AZ",57.2480085706316,0
"136","US1OHBR0004",2011-10-06,351492,"0800",2011-10-06,"1900","MONTANA",30,"Heavy Rain",29,"FLATHEAD","MSO","",NA,"",48.15,-113.95,48.15,-113.95,0,3,"USD","FAYETTEVILLE 2.2 S",39.155,-83.9324,11.8268060289621,"KGPI","KALISPELL",48.3,-114.27,"MT",29.0175134548557,0
"137","US1OHBR0004",2011-10-06,351492,"0800",2011-10-06,"1900","MONTANA",30,"Heavy Rain",29,"FLATHEAD","MSO","",NA,"",48.15,-113.95,48.15,-113.95,0,3,"USD","FAYETTEVILLE 2.2 S",39.155,-83.9324,11.8268060289621,"KGPI","KALISPELL",48.3,-114.27,"MT",29.0175134548557,0
"138","US1OHBR0004",2011-10-06,351499,"0800",2011-10-06,"1900","MONTANA",30,"Heavy Rain",47,"LAKE","MSO","",NA,"",47.32,-114.1,47.32,-114.1,0,3,"USD","FAYETTEVILLE 2.2 S",39.155,-83.9324,11.7243938097929,"KMSO","MISSOULA",46.92,-114.08,"MT",44.5535606812777,0
"139","US1OHBR0004",2011-10-06,351499,"0800",2011-10-06,"1900","MONTANA",30,"Heavy Rain",47,"LAKE","MSO","",NA,"",47.32,-114.1,47.32,-114.1,0,3,"USD","FAYETTEVILLE 2.2 S",39.155,-83.9324,11.7243938097929,"KMSO","MISSOULA",46.92,-114.08,"MT",44.5535606812777,0
"140","US1OHHM0004",2011-07-24,335790,"0211",2011-07-24,"0311","ARIZONA",4,"Heavy Rain",17,"NAVAJO","FGZ","",NA,"",34.53,-110.7,34.5497,-110.6601,0,3,"USD","CLEVES 2.7 NNW",39.1967,-84.7741,8.45034245189508,"KINW","WINSLOW",35.02,-110.73,"AZ",54.6154814419179,2
"141","US1OHPB0001",2011-07-23,335781,"2049",2011-07-23,"2249","ARIZONA",4,"Heavy Rain",5,"COCONINO","FGZ","",NA,"",34.3526,-111.0416,34.4166,-111.0107,0,3,"USD","EATON 1.0 N",39.7647,-84.6338,1.66652937315306,"KINW","WINSLOW",35.02,-110.73,"AZ",79.5814361377038,0
"142","US1OHSC0004",2011-07-28,332406,"0600",2011-07-28,"0600","IOWA",19,"Heavy Rain",61,"DUBUQUE","DVN","",NA,"",42.4031,-90.7092,42.4031,-90.7092,0,3,"USD","ROSEMOUNT 0.3 W",38.7873,-82.9779,6.37407068685909,"KDBQ","DUBUQUE",42.4,-90.7,"IA",0.831276315920211,0
"143","US1SDGY0012",2011-06-01,330423,"2330",2011-06-02,"0630","KANSAS",20,"Heavy Rain",89,"JEWELL","GID","",NA,"",39.66,-98.35,39.66,-98.35,0,3,"USD","HERRICK 8.2 SSW",43.0003,-99.2287,5.44438837497103,"KCNK","CONCORDIA",39.55,-97.65,"KS",61.2727267911136,0
"144","US1TNFK0015",2011-12-11,353570,"2230",2011-12-11,"0036","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.9181,-156.2695,20.7421,-156.0017,0,3,"USD","WINCHESTER 0.5 W",35.1885,-86.1167,0,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",16.8113972591822,0
"145","US1TNLS0002",2011-10-09,345888,"1300",2011-10-10,"1300","FLORIDA",12,"Heavy Rain",41,"GILCHRIST","JAX","",NA,"",29.67,-82.67,29.67,-82.67,0,3,"USD","HOHENWALD 4.0 WNW",35.5681,-87.628,3.44437316737131,"KGNV","GAINSVILLE",29.68,-82.27,"FL",38.7038624263782,0
"146","US1VACR0003",2011-06-02,307622,"0228",2011-06-02,"0243","NORTH DAKOTA",38,"Heavy Rain",9,"BOTTINEAU","BIS","",NA,"",48.77,-100.44,48.77,-100.44,0,3,"USD","GALAX 6.1 N",36.7535,-80.9206,5.76663446354689,"KMIB","MINOT AFB",48.42,-101.35,"ND",77.5024902344078,0
"147","US1VAWLC001",2011-06-18,315372,"2230",2011-06-18,"0030","MINNESOTA",27,"Heavy Rain",157,"WABASHA","ARX","",NA,"",44.45,-92.28,44.45,-92.28,0,3,"USD","WILLIAMSBURG 1.3 SSW",37.254,-76.7193,1.96026364018049,"KRGK","RED WING",44.58,-92.48,"MN",21.4816430571034,1
"148","US1WACH0007",2011-09-05,339394,"1700",2011-09-05,"1730","KENTUCKY",21,"Heavy Rain",133,"LETCHER","JKL","",NA,"",37.1735,-82.8478,37.1735,-82.8478,0,3,"USD","WENATCHEE 0.4 S",47.4201,-120.326,0.451556088244398,"KLNP","WISE/LONESOME_PINE",36.98,-82.53,"VA",35.5054378892116,0
"149","US1WAPO0004",2011-04-22,296532,"0324",2011-04-22,"0500","MISSOURI",29,"Heavy Rain",201,"SCOTT","PAH","",NA,"",37.18,-89.67,37.18,-89.67,0,3,"USD","NEWPORT 0.4 W",48.1803,-117.0593,0.0616965348246686,"KCGI","CAPE GIRARDEAU",37.23,-89.58,"MO",9.72912171785712,2
"150","US1WAPO0009",2011-04-22,296531,"0300",2011-04-22,"0430","INDIANA",18,"Heavy Rain",129,"POSEY","PAH","",NA,"",38.17,-87.78,38.17,-87.78,0,3,"USD","NEWPORT 5.5 W",48.181,-117.1712,2.52025368858646,"KEVV","EVANSVILLE",38.05,-87.53,"IN",25.6502700725143,3
"151","US1WAPO0009",2011-04-23,296537,"0830",2011-04-23,"0930","INDIANA",18,"Heavy Rain",147,"SPENCER","PAH","",NA,"",38,-86.91,38,-86.91,0,3,"USD","NEWPORT 5.5 W",48.181,-117.1712,1.85456139468122,"KHNB","HUNTINGBURG",38.25,-86.95,"IN",28.0494511601259,0
"152","US1WASP0022",2011-05-25,313664,"1200",2011-05-25,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.7409,-99.026,40.7409,-99.026,0,3,"USD","NINE MILE FALLS 8.7 NW",47.8698,-117.6699,9.78811501745102,"KEAR","KEARNEY",40.73,-99,"NE",2.50639325210486,1
"153","US1WIPK0003",2011-02-24,278898,"2000",2011-02-24,"0330","INDIANA",18,"Heavy Rain",163,"VANDERBURGH","PAH","",NA,"",37.98,-87.55,37.98,-87.55,0,3,"USD","CLAYTON 0.7 SE",45.3172,-92.159,8.23001123959488,"KEVV","EVANSVILLE",38.05,-87.53,"IN",7.98734426230326,0
"154","US1WIPT0001",2011-06-18,318197,"1200",2011-06-19,"1200","MINNESOTA",27,"Heavy Rain",169,"WINONA","ARX","",NA,"",43.87,-91.31,43.87,-91.31,0,3,"USD","STEVENS POINT 0.9 SSW",44.5158,-89.5677,0.501358542844455,"KLSE","LA CROSSE",43.87,-91.25,"WI",4.81510717337784,2
"155","US1WVMS0002",2011-06-01,330425,"0130",2011-06-02,"0730","KANSAS",20,"Heavy Rain",183,"SMITH","GID","",NA,"",39.78,-98.78,39.78,-98.78,0,3,"USD","CLIFTON 0.4 E",39.003,-82.0349,4.61252916596759,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",88.0627427319026,0
